epoch,KL_loss,loss,recon_loss,val_KL_loss,val_loss,val_recon_loss
0,8.909170080504076,58.65447971692627,58.56538798954139,31.21037800802932,46.57884258694119,46.26673839330578
1,33.87144852511834,44.5696605347247,44.23094635533136,38.53742998275848,41.974764785553916,41.58939079761695
2,41.304134536375116,38.81069240717794,38.39765101291617,42.35059142331116,36.22939415995888,35.805888459673916
3,41.1323456220802,36.37357729806075,35.96225392070854,43.75103103625542,35.00431276972386,34.56680257289071
4,40.4949861830804,35.016458816342606,34.61150883072956,38.93275157999869,34.08018761030567,33.69086024088007
5,40.327454193885096,34.10397001006061,33.70069544421384,39.24518160894068,32.95983414249276,32.567382561832915
6,40.663101520610084,33.36323799172131,32.95660708639099,33.826537423568716,33.01485198221089,32.67658665245722
7,40.60122850185528,32.80816392740282,32.40215164812615,44.611315145002614,32.10461338427569,31.65850001661391
8,41.40911482262068,32.28489886893981,31.87080752581035,32.134977318669925,32.852817375884975,32.53146707921425
9,41.379832114590876,31.890087525869372,31.47628920678149,35.42565988459373,31.62038184332686,31.26612553431284
10,41.36287214545503,31.526735591867325,31.113106854601913,40.94235401768838,30.958547937779823,30.54912479253273
11,41.84955156465156,31.214418493643564,30.795923015411304,43.28555333552632,30.857696634229555,30.424841201338623
12,41.792905740891975,30.938553212506235,30.520624335926964,38.166368628060944,30.640628693921308,30.258964725435135
13,41.7574510598399,30.66906386542357,30.251489438713058,41.89234855952656,30.347157066251025,29.928233542037837
14,42.06845160119432,30.454479248678297,30.03379461605429,41.01540826716209,30.27804235080854,29.867888742687693
15,42.08901555145122,30.248550317455745,29.827660217842293,40.61781602568571,30.40703334679218,30.000855328504045
16,42.07423037490794,30.056392033022572,29.63564980708015,35.945385228395935,30.67907640631101,30.319622994608633
17,42.09671577695039,29.875798461890426,29.45483135046962,39.99637374209484,30.21616165726273,29.81619788184673
18,42.25277984865632,29.715028227037706,29.292500496121683,41.30325118824098,30.11140833998619,29.698376400733743
19,42.25066842157035,29.562931761685714,29.140425116109963,40.37588633754157,29.742265937528682,29.33850739895704
20,42.31953577310487,29.437666692225168,29.01447127017861,36.39551519426583,30.220355317584076,29.856399952392092
21,42.20909652963205,29.310619184574634,28.88852818821035,38.22162209787676,30.05397918546214,29.67176339010089
22,42.01955376253848,29.179649022206398,28.759453514134574,39.554939121138474,29.81085869801657,29.41530936061505
23,42.13454717444909,29.053069663253552,28.63172411757197,40.195928888841244,29.387087321006078,28.985128256867295
24,42.04417086907471,28.95324301410497,28.532801356002224,37.803041859956814,29.82260914980677,29.444578771617774
25,42.44509127625957,28.855220044906964,28.43076921561356,40.04532590932174,29.371134710520778,28.970681773481594
26,42.081820104353774,28.75905046718367,28.338232294830977,37.32017530762594,29.791890127257208,29.418688139465406
27,42.19020360400915,28.67113539368,28.249233376101387,34.62188028406214,30.347408601555014,30.001190022993068
28,42.10582190520153,28.559732224408915,28.13867403170946,35.79624064060759,30.077803476167265,29.719841296622498
29,42.05992893540614,28.52189048662416,28.101291136584415,38.99119038431828,29.26890130462707,28.878989696312786
30,42.110406317207556,28.420586912218884,27.99948276090105,37.22675852925594,29.576273499233984,29.20400624899976
31,42.040766132656096,28.35934894120279,27.938941372261294,39.829886214280215,29.228180202816834,28.829881368809513
32,41.86615410062111,28.29107897556522,27.872417657189096,39.39866933059237,29.43937182075139,29.045384916353395
33,41.93272398821836,28.20424457186222,27.784917267953222,36.27935671151183,29.54177014735627,29.178976103776197
34,41.87104612461469,28.160115304935502,27.741404865093532,38.78407746850139,29.11157992844181,28.723739118131686
35,41.79355206862043,28.083483735110068,27.66554811354838,40.97561394081131,28.995916029315982,28.586159749032966
36,41.625570982265955,28.025640202518268,27.60938445182204,39.47363694167052,29.2853583947732,28.89062245914728
37,41.85376881521132,27.975083446397168,27.556545942761936,39.6786921298727,29.121083181723805,28.724296028990995
38,41.674676024067004,27.924015915396467,27.50726913119555,41.580147982118426,29.05854846433262,28.64274695915608
39,41.66215357332004,27.840035564442022,27.423413999472658,35.964282447149536,29.795084446276956,29.435441945758487
40,41.47692826235814,27.797171485716856,27.382402283883142,40.8617381373519,29.15112529984037,28.74250773251745
41,41.60908025415315,27.752937720396478,27.336846856380834,39.85416195108709,28.870182452853197,28.47164114781558
42,41.35206302947559,27.707515722968246,27.293995081594915,36.58650375238599,29.450421882121983,29.084556423872414
43,41.47261513754129,27.6614033845284,27.24667725762479,38.34295386310974,29.362371669542927,28.97894207427626
44,41.30317438526158,27.630270147017605,27.217238413082022,38.38571131898796,28.96705608071677,28.583199158839047
45,41.209432220965475,27.568062295172957,27.15596794369844,34.51876299944308,29.98643145604895,29.641244083892204
46,41.25169163260953,27.547251132780218,27.134734256860032,39.817961981077204,29.10997711373059,28.711797422548063
47,41.214332037611484,27.504328679816865,27.09218547843837,36.32871221119263,29.403982157918,29.040694654913644
48,41.1993799822867,27.460364107443027,27.0483703340622,37.697951292146584,29.030629564024736,28.65365016303752
49,40.8515934558589,27.41308550479059,27.004569547939784,35.88983575265657,29.367185186266852,29.00828679554589
50,40.828326559014016,27.378072248958176,26.969788889875453,39.84959582074711,28.90632206526756,28.50782558330261
51,40.97160724303078,27.349865218025574,26.940149152603368,39.788063132872104,28.840937692299633,28.44305698086379
52,40.795717163997615,27.31338570314742,26.905428563654226,37.73725170255514,29.07868165867303,28.701308926088977
53,40.7034824608543,27.258649916542293,26.851615244119824,35.6738464404083,29.234135799035755,28.87739706324278
54,40.68648088036926,27.243802336819222,26.83693751727461,38.22150645679518,28.836926679409913,28.454711598070055
55,40.69106854774119,27.201722873789887,26.794812182742795,35.3844210139692,29.447757420146765,29.093913712951586
56,40.67602687649137,27.172612543648444,26.76585240517076,35.72460839208119,29.35189863240657,28.99465239755379
57,40.475252877877175,27.148336596656726,26.743584000143652,38.947586952856646,28.828830517700876,28.43935468044
58,40.54789047798347,27.124243072303795,26.71876409285415,40.06291307200952,28.89410493137446,28.49347597818743
59,40.54344385716472,27.075067720964014,26.6696333228236,38.53791199429298,28.881969625092463,28.496590815232313
60,40.3899349140894,27.072270431653617,26.66837114949067,38.3421587607909,28.777483928350755,28.394062426592523
61,40.302746585745496,27.0330874580439,26.630060102307024,35.928838941786026,29.332946943695543,28.973658714765385
62,40.299777209186324,27.0067115440968,26.60371379713011,38.79873289733425,28.77743254767524,28.38944528170289
63,40.20725410260519,26.97898126827138,26.57690875810394,36.22571208077282,29.141846370051365,28.779589528820992
64,40.075084563202765,26.941371666000173,26.54062077344374,36.47786581084245,29.01923130556484,28.654452817271974
65,40.13846806785548,26.931886159057346,26.530501474767533,34.32398672343155,29.842557082941504,29.499317576333567
66,40.03805451347755,26.886402504927922,26.48602183089369,37.670979837457864,28.91990515550547,28.54319534772708
67,39.975571983929996,26.86385621216266,26.464100568298218,36.72233427040893,29.246482654664206,28.879259348770198
68,40.20723092200931,26.859399468594354,26.457327134431424,37.054531528863336,28.99986679019419,28.629321480025244
69,39.81136963825939,26.828226676834557,26.430112878926483,38.024376391035204,28.768737476216707,28.388493834525548
