epoch,KL_loss,loss,recon_loss,val_KL_loss,val_loss,val_recon_loss
70,39.92622413002144,26.804179159047514,26.404916937537468,36.66487867506507,28.94078882962572,28.574139762522925
71,39.776092081055175,26.789079357855456,26.391318547923525,36.057817751551376,28.99054704344828,28.629968677370353
72,39.75489955631129,26.73982039728268,26.342271538143745,36.600030393915695,29.174880894091633,28.808880791157094
73,39.83715986001542,26.74471195530749,26.34634051102404,35.57808968024822,29.245094366920558,28.889313195341376
74,39.56308574976185,26.72545371506166,26.329822912551734,36.50296132624363,29.02820479371357,28.663175403620798
75,39.82831153033924,26.709249884767274,26.31096677398175,37.19181890119266,28.82959500597274,28.457676768635242
76,39.61564564950753,26.670535919871522,26.274379456299126,37.441162214199416,28.742584855942933,28.368173404026678
77,39.39785013791865,26.650345322789807,26.256366785112327,35.571502723526734,29.177782408890142,28.822067272895744
78,39.48910515994777,26.632871289642598,26.23798025958067,35.43925022746595,29.445411293974725,29.091018827158063
79,39.54364783955401,26.61666486190995,26.22122850614355,36.99285173890886,28.797253621996564,28.427325093380627
80,39.44854022079032,26.6082431926588,26.213757816778134,35.32717611874209,29.35379204774748,29.000520107614143
81,39.31279198734548,26.563623524324164,26.170495568917215,39.04317988156797,28.73597586710393,28.345544016726794
82,39.44645857923879,26.555798774832354,26.161334198970504,35.773094086094424,29.174613122396952,28.816881515551543
83,39.42435974489142,26.55288298696141,26.158639402784164,37.529847057347084,28.63727907752763,28.261980521636197
84,39.36173792106965,26.51518974869777,26.1215723362294,38.06516700510673,28.85251930005899,28.471867861761034
85,39.36567889131469,26.499445268395043,26.105788435981346,37.49691107509526,28.991198606958243,28.616229454201562
86,39.36175947398257,26.480536554956572,26.08691892368547,36.54813002628522,28.932745317879164,28.5672641634134
87,39.28216109979625,26.46808493973592,26.07526344042696,37.911583639530015,28.818543651767673,28.4394279382752
88,39.19221952792474,26.4458234104495,26.05390120495946,37.13455108284048,28.7458596284624,28.374514049194286
89,39.24747026953768,26.454271602018608,26.06179678955551,36.2048329710723,29.03680846131878,28.674759631230984
90,39.14683984552608,26.419717578925926,26.028249326968883,35.70277481200637,29.251603403399066,28.894575235996527
91,39.05065284892768,26.418387046707604,26.02788042649676,36.881120957496485,28.674097732641172,28.305286491026397
92,39.12094849706567,26.414036057200626,26.022826545294947,36.49267460235511,28.98061087899643,28.615684011741163
93,39.20372858387254,26.37897546113553,25.986938210656405,36.40158344027247,28.990531519559788,28.62651553850922
94,39.21721977509078,26.367372003965976,25.975199848942378,37.989466144192605,28.761177892468453,28.38128308137068
95,38.99240196246598,26.330577250744657,25.94065315776706,36.90072099662122,28.79879932031362,28.42979217553604
96,38.90420812753271,26.3406835329377,25.951641410208033,38.30584086331178,28.63666077829936,28.253602455166504
97,39.164971208329696,26.328880531478177,25.937230725677754,36.998313528567564,28.68903871837815,28.3190556332107
98,39.04234783698511,26.30298359122364,25.912560199282552,36.66145973706901,28.984005629138043,28.61739147464292
99,38.93625882953425,26.2891840597728,25.89982146018109,38.100005637122926,28.818992433202357,28.43799207315935
